1030;BANDEIJA 30 OVOS VERMELHO;2;31;05/10/2021;15.5;9;5
1031;BANDEIJA 30 OVOS BRANCO;2;27.8;05/10/2021;13.9;9;5
1032;Amido de Milho;1;4;05/10/2021;4;9;5
1033;Fermento quimico;1;2.9;05/10/2021;2.9;9;5
1034;Capsulado Chdrela com Vitamina B12 120cps 100g ;1;46;05/10/2021;46;9;5
1035;Panetone Chocolate Bauduco ;1;19.5;05/10/2021;19.5;9;5
