143;CAPSULADO OMEGA 3 NATUCLIN 100cps 500g;2;76;23/10/2021;38;9;47
144;SEMENTE CHIA 1Kg;0,1;3,5;23/10/2021;35;9;47
145;CHA VERDE 1Kg;0,2;9,6;23/10/2021;48;9;47
146;BANDEIJA 30 OVOS BRANCO ;3;45;23/10/2021;15;9;49
147;GRÃO DE BICO INTEIRO 1Kg;0,1;6,9;23/10/2021;13,8;9;49
148;CHA HIBISCO;0,1;3,9;23/10/2021;39;9;50
